requested_index,id,question,type,chapter,right,ta,options_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,imageurl,sohuimg,bestanswer
771,771,进入交叉路口前，应降低车速、注意观察。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,本题考点为交叉路口交叉路口路况复杂，突发情况多，驾驶机动车通过时，要降低车速，注意观察，确认安全，所以选择正确
7683,7683,闪光警告信号灯为持续闪烁的黄灯，其作用是提示车辆、行人需要快速通过。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,黄色闪光警告信号灯亮起，驾驶人要停车注意瞭望，在确认安全后通过。题中说快速通过，所以本题选错误。《道路交通安全法实施条例》第四十二条：闪光警告信号灯为持续闪烁的黄灯，提示车辆、行人通行时注意瞭望，确认安全后通过。
33539,33539,驾驶机动车在高速公路减速车道上行驶，以下做法正确的是什么？,2,2,2,2,"A:掉头, B:减速, C:停车, D:超车",掉头,减速,停车,超车,,,,,,机动车在高速公路减速车道上行驶不可以超车、停车、掉头。所以本题选减速。《道路交通安全法实施条例》第七十九条：机动车驶离高速公路时，应当开启右转向灯，驶入减速车道，降低车速后驶离。
33795,33795,如图所示，该道路最左侧车道准许车辆直行或左转。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/33795-1726737927478.jpg,,题中问的是最左侧车道，图中最左侧车道地面标记是直行和左转箭头，所以最左侧车道准许车辆直行或左转。所以本题选正确。
516,516,这个标志是何含义？,2,2,3,3,"A:Y型交叉路口预告, B:十字交叉路口预告, C:丁字交叉路口预告, D:道路分叉处预告",Y型交叉路口预告,十字交叉路口预告,丁字交叉路口预告,道路分叉处预告,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/516-1693897578967.jpg,,图中标志为方形蓝色底，有白色丁字，并标注各方向的路名信息，是指路标志中的丁字交叉路口预告。白色丁字代表丁字路口，该标志用以预告前方丁字交叉路口形式、编号、名称或交叉道路的名称、通往方向信息、地理方向信息以及距前方交叉路口的距离。
772,772,车辆通过铁道路口前，换入低速挡，避免中途换挡导致发动机熄火。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,本题考点为铁路道口。铁路道口的道路一般都比较颠簸，要用低速挡安全通过，中途不得换挡。如果中途换挡发生熄火，一旦火车驶来，后果不堪设想。所以本题选择正确。
2564,2564,驾驶机动车在没有道路中心线的道路上行驶，应该在道路的左侧通行。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,本题考点为通行规则。在没有中心线的道路上行驶，机动车应在道路中间通行。题中说在道路的左侧通行，所以选择错误。《道路交通安全法》第三十六条：没有划分机动车道、非机动车道和人行道的，机动车在道路中间通行，非机动车和行人在道路两侧通行。
7684,7684,因避让特种车辆而发生违法行为，被电子警察拍到时，可向交管部门复议。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,因避让特种车辆而发生违法行为被拍到，可以申请复议，消除违法行为信息。所以本题选正确。《道路交通安全违法行为处理程序规定》第二十二条：交通技术监控设备记录或者录入道路交通违法信息管理系统的违法行为信息，有下列情形之一并经核实的，违法行为发生地或者机动车登记地公安机关交通管理部门应当自核实之日起三日内予以消除：警车、消防救援车辆、救护车、工程救险车执行紧急任务期间交通技术监控设备记录的违法行为。
28932,28932,如图所示，驾驶过程中遇到这种情况时，A车不可以长鸣喇叭提醒道路养护车辆暂停喷水。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/28932-1715068187082.jpg,,图中A车前方是道路养护车辆，不可以长鸣喇叭进行提醒，应注意避让。所以本题选正确。《道路交通安全法》第五十四条，规定：道路养护车辆、工程作业车进行作业时，在不影响过往车辆通行的前提下，其行驶路线和方向不受交通标志、标线限制，过往车辆和人员应当注意避让。
33796,33796,驾驶机动车在高速公路上行驶，车速低于每小时100公里时，与同车道前车距离可以适当缩短，但是最小距离不得少于多少米？,2,2,2,2,"A:80, B:50, C:60, D:70",80,50,60,70,,,,,,本题考点为高速公路上跟车距离的要求。当车速低于每小时100公里时，与同车道前车保持50米及以上的跟车距离。所以本题选择50。《道路交通安全法实施条例》第八十条：机动车在高速公路上行驶，车速超过每小时100公里时，应当与同车道前车保持100米以上的距离，车速低于每小时100公里时，与同车道前车距离可以适当缩短，但最小距离不得少于50米。
773,773,行车中，发现行人突然横过道路时，应迅速减速避让。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,本题考点为礼让行人。机动车遇行人横过道路，应当减速避让，甚至在确保安全的情况下停车让行。《道路交通安全法》第四十七条：机动车遇行人横过道路，应当避让。
2565,2565,如图所示，在这种情况下驶近路口，车辆可以怎么行驶?,2,2,2,2,"A:只能直行, B:左转或者直行, C:左转或右转, D:直行或右转",只能直行,左转或者直行,左转或右转,直行或右转,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/2565-1693899409400.jpg,,本题考点为交通标线。图中机动车所在车道路面标线指示该车只准左转或者直行。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》4.15导向箭头：导向箭头用以指示车辆的行驶方向，在行驶方向受限制的交叉入口车道内，车道数减少路段的缩减车道内，设有专用车道的交叉口或路段，畸形、复杂的交叉口，渠化后的车道内应设置导向箭头。
7685,7685,如图所示，驾驶机动车遇到这种情况时，A车应当注意避让。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/7685-1715068042721.jpg,,图中A车前方是道路养护车辆，应注意避让。所以本题选正确。《道路交通安全法》第五十四条：道路养护车辆、工程作业车进行作业时，在不影响过往车辆通行的前提下，其行驶路线和方向不受交通标志、标线限制，过往车辆和人员应当注意避让。
225541,225541,如图所示，图中停放车辆的违法行为是（）。,2,2,3,3,"A:在公交车站停车, B:在人行横道停车, C:在禁停路段停车, D:在非机动车道停车",在公交车站停车,在人行横道停车,在禁停路段停车,在非机动车道停车,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/225541-1760950179388.jpg,,图中道路右侧是黄实线，是禁止停车标线，表示此处禁止停车所以车辆的违法行为是：在禁停路段停车
33797,33797,如图所示，在这条城市道路上行驶的最高速度不能超过多少？,2,2,3,3,"A:30公里/小时, B:70公里/小时, C:50公里/小时, D:40公里/小时",30公里/小时,70公里/小时,50公里/小时,40公里/小时,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/33797-1693901942966.jpg,,在没有中心线的道路，城市道路限速30，公路限速40；有中心线的道路上，城市道路限速50，公路限速70。所以本题选50公里/小时。《道路交通安全法实施条例》第四十五条：同方向只有1条机动车道的道路，城市道路为每小时50公里，公路为每小时70公里。
518,518,这个标志是何含义？,2,2,1,1,"A:环形交叉路口预告, B:十字交叉路口预告, C:互通立体交叉预告, D:Y型交叉路口预告",环形交叉路口预告,十字交叉路口预告,互通立体交叉预告,Y型交叉路口预告,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/518-1693897581484.jpg,,图中标志为方形蓝色底，白色环形有伸向四个方向的分支，并标注各分支方向的路名信息，是指路标志中的环形交叉路口预告标志。白色环形及分支代表环形交叉路口，该标志用以预告前方环形交叉路口形式、编号、名称或交叉道路的名称、通往方向信息、地理方向信息以及距前方交叉路口的距离。
774,774,当行人出现交通安全违法行为时，车辆可以不给行人让行。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,本题考点为礼让行人。在任何情况下，出于安全考虑，机动车都要礼让行人。题中说可以不给行人让行，所以选择错误。《道路交通安全法》第四十七条：机动车遇行人横过道路，应当避让。
2566,2566,通过前方路口时，以下做法正确的是（）。,2,2,2,2,"A:靠左侧行驶, B:减速或停车避让行人, C:加速通过, D:赶在行人前通过",靠左侧行驶,减速或停车避让行人,加速通过,赶在行人前通过,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/2566-1693899412111.jpg,,本题考点为避让行人图中前方有行人正在通过路口，驾驶人应减速或停车避让行人《道路交通安全法》第四十七条：机动车行经没有交通信号的道路时，遇行人横过道路，应当避让
7686,7686,如图所示，驾驶过程中遇到这种情况时，A车可以长鸣喇叭提醒道路养护车辆暂停喷水。,1,2,2,2,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/7686-1715068006756.jpg,,图中A车前方是道路养护车辆，应注意避让。题中说鸣喇叭提醒暂停喷水是错误的。《道路交通安全法》第五十四条：道路养护车辆、工程作业车进行作业时，在不影响过往车辆通行的前提下，其行驶路线和方向不受交通标志、标线限制，过往车辆和人员应当注意避让。
27142,27142,图中车辆从匝道驶入高速公路时，以下做法正确的是（）。,2,2,1,1,"A:提前开启左转向灯, B:匝道内停车观察, C:直接驶入内侧车道, D:交替使用远近光灯",提前开启左转向灯,匝道内停车观察,直接驶入内侧车道,交替使用远近光灯,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/27142-1693901490624.jpg,,驾驶机动从匝道驶入高速时应当提前开启左转向灯，驶离高速时开启右转向灯题中说的是驶入，所以本题选提前开启左转向灯《道路交通安全法实施条例》第七十九条：机动车从匝道驶入高速公路，应当开启左转向灯，在不妨碍已在高速公路内的机动车正常行驶的情况下驶入车道
